ticker,TimeStamp,open,high,low,close,volume,amt,pct_chg,PVC,SKW,KTS,SGH,SR,VOL,CSHSKW,CSHKTS
RU1705.SHF,2017/1/3 9:15,18380,18780,18380,18615,59530,11082657600,0.0144,-0.513154527,0.948007888,3.173883638,0.481849301,0.344013823,0.002895444,1.882290686,5.631126661
RU1705.SHF,2017/1/3 9:30,18620,18665,18525,18555,25730,4780102900,-0.0032,-0.207624205,-0.164373373,2.57601301,-0.063555996,-0.048743316,0.001449303,-0.886953601,3.858560564
RU1705.SHF,2017/1/3 9:45,18555,18575,18470,18545,21188,3924376800,-0.0005,-0.587413178,-0.336990568,2.049955226,-0.133179529,-0.109212842,0.001468892,-1.215266447,4.569928014
RU1705.SHF,2017/1/3 10:00,18540,18715,18530,18625,21462,3997231900,0.0043,0.72491995,1.015601061,3.152342867,0.476195219,0.321052778,0.001117816,1.259247104,2.916042834
RU1705.SHF,2017/1/3 10:15,18620,18655,18565,18640,13500,2512149400,0.0008,0.016588785,-0.950274557,3.352407908,-0.099136529,-0.069456828,0.001022244,-2.178989777,6.051577757
RU1705.SHF,2017/1/3 10:45,18645,18750,18630,18735,17010,3179898000,0.0051,0.709305228,0.553449913,2.021714056,0.39568895,0.293087171,0.001036763,2.256630556,7.692765089
RU1705.SHF,2017/1/3 11:00,18725,18875,18690,18850,34464,6476561400,0.0061,0.603243139,0.025786158,1.705197283,0.616560893,0.54970815,0.000936491,1.714780767,5.438594057
RU1705.SHF,2017/1/3 11:15,18850,18860,18780,18805,18148,3416429000,-0.0024,0.33626739,0.537973805,2.132464234,-0.332761192,-0.29826583,0.000770234,-1.030143554,3.844894806
RU1705.SHF,2017/1/3 11:30,18805,18840,18680,18725,21566,4043703600,-0.0043,-0.597317849,-0.470287357,2.452778924,-0.257503181,-0.202970567,0.001395609,-2.91624313,10.63604303
RU1705.SHF,2017/1/3 13:45,18730,18750,18665,18695,14038,2626367300,-0.0016,-0.099191426,-0.392037791,2.302291941,-0.096302004,-0.072884874,0.00072959,-2.006178815,7.029876202
RU1705.SHF,2017/1/3 14:00,18695,18730,18640,18655,12476,2331905100,-0.0021,0.273680762,0.12313414,2.413501898,-0.199674831,-0.147426492,0.00060345,0.906144814,3.374948544
RU1705.SHF,2017/1/3 14:15,18655,18680,18600,18625,18724,3488860500,-0.0016,0.220496685,-0.071451278,1.736494309,-0.348254665,-0.301030785,0.00088937,-1.206583116,4.359019693
RU1705.SHF,2017/1/3 14:30,18630,18675,18585,18625,16050,2989369900,0,-0.35424068,0.068852753,1.930567683,0.000660286,0.000535349,0.001147235,0.128541751,3.184736898
RU1705.SHF,2017/1/3 14:45,18625,18675,18490,18545,25592,4751302000,-0.0043,-0.788859837,-0.578444182,2.177378874,-0.387545859,-0.292146366,0.001165504,-0.885066378,2.649848491
RU1705.SHF,2017/1/3 15:00,18535,18540,18305,18360,32680,6024203600,-0.01,-0.863976965,-1.024987076,4.029664995,-0.372675671,-0.281619244,0.001983031,-2.812357365,10.20164838
RU1705.SHF,2017/1/3 21:15,18455,18520,18365,18420,31356,5788771800,0.0033,-0.48337539,0.557825994,4.484128801,0.115958964,0.078023455,0.001880784,2.209929477,8.786980786
RU1705.SHF,2017/1/3 21:30,18420,18540,18415,18470,19294,3569928200,0.0027,0.263835421,0.575229934,3.214574719,0.237818579,0.178469584,0.001321989,1.890034566,6.092653859
RU1705.SHF,2017/1/3 21:45,18475,18495,18350,18370,19084,3513965300,-0.0054,-0.714494685,-0.375945957,2.117431448,-0.297786622,-0.239832009,0.001279162,-1.565140952,4.707069955
RU1705.SHF,2017/1/3 22:00,18370,18405,18240,18335,35808,6555554300,-0.0019,-0.406639494,0.023728473,2.241455937,-0.052934167,-0.042558515,0.001674651,-0.662779672,4.776637975
RU1705.SHF,2017/1/3 22:15,18340,18370,18265,18280,13610,2492603100,-0.003,-0.378078908,0.193798419,3.113240229,-0.399681344,-0.298142639,0.00097482,-0.679154611,3.663221964
RU1705.SHF,2017/1/3 22:30,18275,18345,18250,18310,12334,2256991500,0.0016,-0.365863479,-0.566385469,2.74862278,0.162032868,0.129687206,0.001411445,-1.541214705,5.920486126
RU1705.SHF,2017/1/3 22:45,18305,18350,18265,18305,9852,1803370000,-0.0003,0.618457438,1.177829469,4.372066485,-0.017978194,-0.013019653,0.00133327,2.622572763,9.701669822
RU1705.SHF,2017/1/3 23:00,18305,18400,18300,18390,12178,2235740400,0.0046,0.822834007,0.723455592,2.639882536,0.351540606,0.24908336,0.000949485,1.928676292,5.099532077
RU1705.SHF,2017/1/4 9:15,18355,18355,18030,18080,55452,10075222300,-0.0169,-0.036182558,-1.112465754,3.718962548,-0.665598192,-0.526705046,0.002355625,-2.522119556,8.588247077
RU1705.SHF,2017/1/4 9:30,18075,18120,17960,18035,28780,5190246600,-0.0025,-0.52068738,-1.576780252,5.423813762,-0.061354712,-0.042125438,0.00172156,-2.9610637,11.01667836
RU1705.SHF,2017/1/4 9:45,18025,18030,17835,17880,36870,6608883700,-0.0086,-0.461924698,-0.171401511,1.558611002,-0.396707774,-0.334073345,0.001829395,-0.904314726,2.372682647
RU1705.SHF,2017/1/4 10:00,17880,17925,17820,17920,21578,3856412500,0.0022,-0.176903112,-0.11095809,1.942460713,0.063275854,0.053319008,0.001416594,0.004427508,1.980819421
RU1705.SHF,2017/1/4 10:15,17920,18055,17900,18045,22564,4056704500,0.007,0.614995458,0.367710075,2.061241789,0.59258455,0.489610296,0.001214466,1.759394226,5.646771996
RU1705.SHF,2017/1/4 10:45,18055,18100,17985,18025,18486,3335543800,-0.0011,0.658166921,0.670053179,2.951877254,-0.199522788,-0.15995003,0.001267495,2.337714478,8.937748871
RU1705.SHF,2017/1/4 11:00,18025,18110,17995,18070,8698,1569366500,0.0025,0.788668353,1.185295128,4.417648294,0.364034368,0.25634656,0.001156524,2.692262678,9.608735817
RU1705.SHF,2017/1/4 11:15,18070,18140,18010,18120,25054,4531323100,0.0028,0.380421538,0.361841143,2.037666126,0.043216846,0.034703764,0.001629733,1.067459998,4.900086855
RU1705.SHF,2017/1/4 11:30,18125,18420,18100,18420,41070,7493017800,0.0166,0.691613907,0.394149941,1.629394497,0.788064176,0.652353067,0.001879359,1.175466032,2.91867698
RU1705.SHF,2017/1/4 13:45,18450,18465,18325,18380,39294,7232292300,-0.0022,0.467390609,0.738014232,2.392237889,0.018966846,0.014344369,0.001317866,0.952872597,4.059430957
RU1705.SHF,2017/1/4 14:00,18375,18500,18365,18440,23616,4353674600,0.0033,0.877247027,0.198814626,2.440965467,0.125722839,0.096853826,0.001503702,1.955815591,6.756121447
RU1705.SHF,2017/1/4 14:15,18435,18475,18390,18440,17666,3256913300,0,-0.033648,-0.245079876,2.140457173,-0.018901046,-0.015002254,0.001161477,-1.183771165,4.695420635
RU1705.SHF,2017/1/4 14:30,18440,18485,18400,18415,15658,2886524600,-0.0014,-0.001298038,0.153571473,2.008598328,-0.24958068,-0.209032476,0.001035788,-0.345713907,2.998220553
RU1705.SHF,2017/1/4 14:45,18415,18590,18365,18570,38616,7141449700,0.0084,0.577285165,-0.05927206,1.826049694,0.580443582,0.559231418,0.001162032,1.209950761,4.137443215
RU1705.SHF,2017/1/4 15:00,18575,18650,18525,18530,34316,6377462200,-0.0022,-0.070375648,-0.002631002,2.491824242,-0.184798934,-0.148472615,0.001205286,-0.768628667,3.886585947
RU1705.SHF,2017/1/4 21:15,18500,18540,18405,18460,32774,6053197000,-0.0038,0.091564397,-0.181108747,2.077130919,-0.344066527,-0.280416519,0.001283509,-1.310432532,4.841102405
RU1705.SHF,2017/1/4 21:30,18460,18485,18435,18465,13296,2454291800,0.0003,0.526493736,0.486477765,1.885645066,0.070334911,0.059189184,0.000923078,0.706698004,2.378639973
RU1705.SHF,2017/1/4 21:45,18460,18475,18335,18380,26364,4847755600,-0.0046,-0.745617152,-0.53453712,2.912612012,-0.205991743,-0.160090559,0.001351348,-1.827976152,6.78955692
RU1705.SHF,2017/1/4 22:00,18380,18520,18380,18500,23446,4325594500,0.0065,0.428641776,-0.092562316,1.734610341,0.440344352,0.38485018,0.00103486,0.714555972,2.024622593
RU1705.SHF,2017/1/4 22:15,18500,18505,18430,18485,14636,2703310400,-0.0008,0.554668513,0.552416258,2.969846129,-0.142136598,-0.108683028,0.000991513,0.687182352,4.607196789
RU1705.SHF,2017/1/4 22:30,18490,18490,18405,18470,8894,1640642100,-0.0008,-0.081546678,0.593632536,3.559706174,0.029145655,0.020439953,0.000901622,0.649529711,5.439487625
RU1705.SHF,2017/1/4 22:45,18470,18515,18370,18395,14616,2694239500,-0.0041,-0.480672563,-0.147395882,2.988340988,-0.319596258,-0.238651759,0.00120954,-2.062728811,7.808238975
RU1705.SHF,2017/1/4 23:00,18390,18485,18385,18430,12860,2370990000,0.0019,-0.104541113,-0.760253158,4.592141049,0.144108025,0.096912105,0.001505673,-1.935038203,8.016622146
RU1705.SHF,2017/1/5 9:15,18480,18550,18430,18465,33570,6209385300,0.0019,0.317027466,0.608774862,2.825479447,0.066118112,0.05202497,0.001765072,2.381087558,8.642041258
RU1705.SHF,2017/1/5 9:30,18465,18490,18255,18290,31072,5703835200,-0.0095,-0.952509156,-1.779193514,6.16045062,-0.594171954,-0.406590344,0.001692939,-2.743746597,9.428907074
RU1705.SHF,2017/1/5 9:45,18285,18290,18175,18215,35392,6451837400,-0.0041,0.240971035,-1.213439778,4.095168034,-0.141929664,-0.102064006,0.001422661,-2.12494386,7.069608035
RU1705.SHF,2017/1/5 10:00,18210,18240,18110,18125,26046,4733017000,-0.0049,-0.666467264,0.585101917,2.417322429,-0.282519373,-0.244166707,0.001123363,0.208826298,1.985350367
RU1705.SHF,2017/1/5 10:15,18130,18225,18125,18215,14064,2558138200,0.005,-0.772502886,0.318149385,3.140501032,0.351725167,0.270563164,0.000882294,-1.027474231,6.736124391
RU1705.SHF,2017/1/5 10:45,18220,18325,18185,18230,19374,3538048200,0.0008,0.754732854,1.970378173,6.569882237,0.223026901,0.141015245,0.001040699,3.35765873,12.56176691
RU1705.SHF,2017/1/5 11:00,18235,18315,18235,18290,11056,2021034500,0.0033,0.37081501,-0.061479586,1.684406059,0.200382124,0.17070062,0.000964165,0.248794385,2.611145466
RU1705.SHF,2017/1/5 11:15,18290,18315,18165,18230,19252,3509787400,-0.0033,-0.521709007,-0.787587431,3.156763548,-0.300802092,-0.236659799,0.001461705,-2.744387862,10.11102612
RU1705.SHF,2017/1/5 11:30,18230,18405,18140,18390,34704,6350782800,0.0088,0.716227506,1.26168677,4.724662097,0.415854404,0.282594654,0.002395476,1.760342966,4.809821742
RU1705.SHF,2017/1/5 13:45,18395,18420,18355,18390,18042,3317172700,0,0.402326387,0.327341388,1.999101864,-0.028106,-0.022690862,0.000786205,0.383304015,2.418925891
RU1705.SHF,2017/1/5 14:00,18395,18460,18325,18335,19046,3500337700,-0.003,0.19446484,0.341167108,3.298023558,-0.124322856,-0.088422496,0.00122332,1.729833837,6.969592783
RU1705.SHF,2017/1/5 14:15,18330,18360,18215,18240,21232,3880330100,-0.0052,-0.361508312,-0.595796565,3.381158907,-0.488672508,-0.388346007,0.001077318,-2.635814838,9.639850887
RU1705.SHF,2017/1/5 14:30,18245,18260,18160,18190,18364,3344425500,-0.0027,-0.788596274,-0.422222751,1.903164771,-0.304128791,-0.244995914,0.001044092,-1.334370515,4.037598532
RU1705.SHF,2017/1/5 14:45,18190,18260,18155,18225,18974,3453722700,0.0019,0.483602044,1.619802953,6.337554767,0.306771052,0.198084343,0.001391083,3.141128709,11.67822806
RU1705.SHF,2017/1/5 15:00,18230,18270,18070,18075,38866,7054311300,-0.0082,-0.751669735,0.266559903,2.444854505,-0.586458875,-0.549209595,0.001134887,-1.035167655,4.878462437
RU1705.SHF,2017/1/5 21:15,18110,18125,17950,18005,43768,7892135300,-0.0039,0.331265965,-0.379325524,2.22575006,-0.259399605,-0.220588739,0.001587017,-0.534225326,2.993582268
RU1705.SHF,2017/1/5 21:30,18010,18080,18005,18040,18736,3380159600,0.0019,0.279956069,0.25334666,1.549748384,0.158792807,0.142351414,0.001175274,0.648544081,2.385384983
RU1705.SHF,2017/1/5 21:45,18040,18065,18000,18050,9842,1775019700,0.0006,-0.633536527,-0.452321488,2.443476511,0.200284015,0.15692527,0.000589878,-1.681847097,6.293667173
RU1705.SHF,2017/1/5 22:00,18050,18105,18000,18015,12612,2277033400,-0.0019,0.681899327,1.890562108,7.826479255,-0.096089969,-0.055310985,0.000993706,2.319574802,9.69515131
RU1705.SHF,2017/1/5 22:15,18020,18085,17985,18085,14940,2694117200,0.0039,0.072129925,0.045051739,2.066795634,0.077349569,0.064913504,0.000859154,-0.313926907,3.921371833
RU1705.SHF,2017/1/5 22:30,18085,18085,18040,18065,7224,1304753300,-0.0011,0.676785567,0.642780772,4.4291493,0.037585185,0.024950054,0.000750606,2.392801247,9.428602868
RU1705.SHF,2017/1/5 22:45,18065,18085,18020,18045,8424,1520878700,-0.0011,-0.685322856,-0.74108729,3.74818854,-0.031758984,-0.022909474,0.000793156,-2.498388066,9.426544696
RU1705.SHF,2017/1/5 23:00,18040,18155,18040,18150,20546,3721806100,0.0058,0.591192179,0.723820564,2.172381123,0.400633127,0.296812544,0.001243593,1.605308891,4.724010077
