ticker,TimeStamp,open,high,low,close,volume,amt,pct_chg,PVC,SKW,KTS,SGH,SR,VOL,CSHSKW,CSHKTS
RU1705.SHF,2017/1/6 9:15,18080,18230,18010,18210,34348,6220935500,0.0033,-0.039014971,-0.849621105,4.288578962,0.163675878,0.115760243,0.002237325,-2.791694263,10.5062338
RU1705.SHF,2017/1/6 9:30,18210,18260,18165,18220,14548,2648429000,0.0005,0.484887528,-0.068521001,2.30439441,-0.134606691,-0.106024984,0.000860061,1.670693615,6.487439677
RU1705.SHF,2017/1/6 9:45,18210,18235,18110,18135,12740,2313064900,-0.0047,0.05402284,-0.691739302,3.341122821,-0.405108632,-0.280418195,0.000980258,-1.663101996,4.945954219
RU1705.SHF,2017/1/6 10:00,18130,18190,18090,18180,11214,2033946900,0.0025,-0.195412076,0.591038751,2.901545,0.333584072,0.243697908,0.000830497,0.096004851,3.531676132
RU1705.SHF,2017/1/6 10:15,18180,18210,18150,18190,7334,1333142200,0.0006,0.370629939,-0.850807487,3.505720207,0.103841996,0.0790255,0.000698856,0.132633334,4.608956769
RU1705.SHF,2017/1/6 10:45,18190,18190,18070,18090,13754,2492499200,-0.0055,-0.777576347,-0.314107793,2.961503326,-0.45795422,-0.376704122,0.001071816,-2.677868264,9.773330238
RU1705.SHF,2017/1/6 11:00,18085,18160,18030,18145,21388,3868262500,0.003,0.501315692,0.1840583,2.161683276,0.187936509,0.155050891,0.001430834,0.439469849,3.514503096
RU1705.SHF,2017/1/6 11:15,18150,18160,18035,18055,14150,2561866700,-0.005,-0.210728572,-0.252506388,3.511346325,-0.414498258,-0.323515326,0.000966366,-1.375712517,4.832988029
RU1705.SHF,2017/1/6 11:30,18060,18070,17890,17920,41200,7400344600,-0.0075,-0.347284941,-0.289646107,2.379412108,-0.472632923,-0.383737223,0.001301499,-1.034487805,3.406160332
RU1705.SHF,2017/1/6 13:45,17930,17960,17810,17845,37316,6667898800,-0.0042,-0.168610786,0.117705398,2.238740696,-0.344035985,-0.282880812,0.001315706,-0.964470341,4.202759802
RU1705.SHF,2017/1/6 14:00,17845,17925,17840,17890,18912,3383396700,0.0025,0.058479161,-0.494101333,2.208094061,0.17085796,0.145335761,0.001161322,-0.19572268,2.6216246
RU1705.SHF,2017/1/6 14:15,17890,17955,17860,17890,15296,2738928300,0,0.647850838,0.217088788,1.854549536,0.091830588,0.076404357,0.001477421,1.097445629,4.041302692
RU1705.SHF,2017/1/6 14:30,17890,17950,17825,17895,22152,3963791100,0.0003,-0.023367573,1.185221464,4.226752518,0.03236819,0.022691227,0.001700778,2.043397263,7.688432975
RU1705.SHF,2017/1/6 14:45,17900,17920,17845,17875,15032,2687621600,-0.0011,-0.129186613,-0.186712699,2.400705969,-0.299620463,-0.233128434,0.00095794,-0.008355445,3.00105661
RU1705.SHF,2017/1/6 15:00,17875,17975,17835,17855,27756,4968372900,-0.0011,-0.159107654,0.612177124,2.556714428,0.040820933,0.031960144,0.001189252,1.610941809,6.091603221
RU1705.SHF,2017/1/6 21:15,17860,17945,17825,17905,21656,3875944000,0.0028,-0.300838241,1.080683452,4.697319777,0.213017145,0.148210993,0.000883382,3.237845471,12.09900986
RU1705.SHF,2017/1/6 21:30,17910,17925,17860,17880,11220,2007470800,-0.0014,-0.519760364,-0.427152198,2.120993202,-0.062117459,-0.050157518,0.000738079,-0.807412676,3.606779899
RU1705.SHF,2017/1/6 21:45,17880,17960,17825,17940,20216,3621483900,0.0034,0.004367592,1.520377857,4.8389817,0.244131784,0.15556072,0.001080819,2.742644444,9.640181065
RU1705.SHF,2017/1/6 22:00,17940,17960,17895,17920,8026,1438342900,-0.0011,-0.116420457,-0.704442122,2.656690481,-0.181563431,-0.132061282,0.000562429,-1.985164579,6.847362688
RU1705.SHF,2017/1/6 22:15,17920,17925,17870,17910,9250,1655222700,-0.0006,0.18596863,-0.229281739,2.444327925,-0.043128777,-0.032798176,0.000563177,-2.317366518,8.487167233
RU1705.SHF,2017/1/6 22:30,17910,17920,17850,17875,6184,1105984100,-0.002,-0.68990785,-0.162492877,1.453167071,-0.279934863,-0.233833314,0.000557354,-2.223740091,7.662591859
RU1705.SHF,2017/1/6 22:45,17875,17900,17845,17900,7540,1347613800,0.0014,-0.263250671,-0.122443502,2.50181234,0.032707558,0.025687598,0.00073611,0.480769084,3.928945958
RU1705.SHF,2017/1/6 23:00,17905,17995,17895,17960,18978,3405995300,0.0034,0.539823612,0.426529758,3.906569933,0.392367059,0.291591388,0.001150889,2.458110996,9.342852982
RU1705.SHF,2017/1/9 9:15,18000,18490,17985,18440,98102,17956495500,0.0267,-0.672775288,1.793491236,6.35518126,0.811126327,0.621991667,0.003010758,2.711430051,9.692861031
RU1705.SHF,2017/1/9 9:30,18440,18475,18375,18475,26674,4915763100,0.0019,0.39243848,0.202806774,2.011471104,-0.016767189,-0.013563238,0.001274859,-0.458576009,3.168624619
RU1705.SHF,2017/1/9 9:45,18475,18570,18445,18540,31820,5885669400,0.0035,0.587913191,-0.031531755,2.510437347,0.350085066,0.307721666,0.000820868,1.646926075,6.213717419
RU1705.SHF,2017/1/9 10:00,18540,18625,18495,18550,29698,5513221200,0.0005,0.709946058,0.565449106,2.847941391,0.375034749,0.276254349,0.001171459,2.211762384,7.750218879
RU1705.SHF,2017/1/9 10:15,18550,18580,18510,18575,15456,2866196400,0.0013,-0.111470777,-2.146554372,7.411168863,-0.236760358,-0.144572838,0.001234554,-3.351293914,12.53816702
RU1705.SHF,2017/1/9 10:45,18575,18615,18530,18580,14990,2783487800,0.0003,0.628817945,-0.915250671,3.282636297,-0.184873563,-0.141668223,0.000632435,-0.201143546,3.524023073
RU1705.SHF,2017/1/9 11:00,18570,18695,18550,18665,23754,4424134600,0.0046,0.573420089,-0.172799632,1.844407638,0.356337304,0.319444809,0.00118022,1.204248189,6.874610993
RU1705.SHF,2017/1/9 11:15,18665,18720,18645,18680,21150,3951006200,0.0008,-0.257843554,-0.05014353,2.811075584,0.158410358,0.125288465,0.000857803,0.216278109,2.468567352
RU1705.SHF,2017/1/9 11:30,18685,18695,18585,18670,17982,3349253100,-0.0005,0.593769543,1.962748559,7.403404954,-0.07213771,-0.04623371,0.001144796,2.492319269,9.600811641
RU1705.SHF,2017/1/9 13:45,18670,18675,18590,18645,11906,2217436300,-0.0013,0.411212015,-0.916358985,2.801401111,-0.249213966,-0.183431936,0.000777902,-2.499381258,8.52026438
RU1705.SHF,2017/1/9 14:00,18645,18645,18550,18600,15546,2889173400,-0.0024,-0.44542398,-0.051283561,2.23004184,-0.169973439,-0.130349243,0.000958404,-1.253878347,3.772998243
RU1705.SHF,2017/1/9 14:15,18600,18620,18530,18565,11614,2157197600,-0.0019,-0.47747504,-0.90229413,2.3977718,-0.371376513,-0.284634444,0.000818964,-2.091191116,6.803516974
RU1705.SHF,2017/1/9 14:30,18565,18675,18555,18650,15720,2927858600,0.0046,0.502003961,0.417827439,1.968909495,0.641635281,0.540444967,0.000830118,1.509850602,4.0172191
RU1705.SHF,2017/1/9 14:45,18655,18765,18630,18750,27696,5181227800,0.0054,0.736247589,0.412651678,4.645433563,0.463356749,0.364559194,0.000930157,2.97720508,11.07409481
RU1705.SHF,2017/1/9 15:00,18750,18995,18750,18970,60206,11364536600,0.0117,0.531221383,0.088361657,1.717822083,0.667158732,0.574695686,0.0013552,0.601292771,2.374430102
RU1705.SHF,2017/1/9 21:15,18985,19030,18880,18905,42630,8073156000,-0.0034,0.377059959,-0.222936536,2.379626772,-0.332670288,-0.271302556,0.000906896,-1.525475135,4.968383881
RU1705.SHF,2017/1/9 21:30,18910,18975,18890,18955,20266,3836087100,0.0026,0.290198626,0.206198516,1.528357404,0.238500261,0.199195653,0.000886143,0.353137638,1.75857202
RU1705.SHF,2017/1/9 21:45,18950,18955,18895,18940,9838,1861851400,-0.0008,0.158515105,-0.745729152,2.799464346,-0.076488578,-0.05858255,0.000597825,-1.442518684,4.27274364
RU1705.SHF,2017/1/9 22:00,18940,19015,18910,18990,14072,2667958300,0.0026,0.615791308,0.507089824,2.342259381,0.083665132,0.06272934,0.000563345,0.925074116,2.793492986
RU1705.SHF,2017/1/9 22:15,18990,18990,18915,18955,11864,2246948500,-0.0018,0.613336804,-0.967039916,4.921032185,-0.022407442,-0.014401142,0.00117669,1.03293485,7.637924858
RU1705.SHF,2017/1/9 22:30,18955,19085,18950,19045,19386,3685889900,0.0047,0.887364538,1.881116639,7.158980541,0.308844318,0.194358993,0.001450632,3.300515066,12.38126907
RU1705.SHF,2017/1/9 22:45,19045,19050,18965,18975,13330,2533437200,-0.0037,0.018513338,-0.000932292,2.473151358,-0.110646793,-0.08962559,0.000779178,-0.351608102,3.479119152
RU1705.SHF,2017/1/9 23:00,18975,19045,18940,18995,18332,3481019100,0.0011,0.267907408,0.572080721,2.474558678,-0.041064019,-0.034107731,0.001014633,0.54752616,3.553883127
RU1705.SHF,2017/1/10 9:15,18990,19040,18910,18970,24982,4736575300,-0.0013,0.579275883,-0.17531125,2.283794008,-0.047053635,-0.039516314,0.000879251,0.881090575,3.623356942
RU1705.SHF,2017/1/10 9:30,18970,19015,18870,18900,20674,3912913400,-0.0037,-0.533454414,0.31921742,2.776066934,-0.378859322,-0.299091847,0.001292374,-0.927941163,4.074701007
RU1705.SHF,2017/1/10 9:45,18900,18960,18880,18960,11510,2178212100,0.0032,-0.296248379,-0.133122913,2.176815041,0.314959288,0.261037076,0.000744167,0.825105015,3.965212551
RU1705.SHF,2017/1/10 10:00,18960,18995,18910,18970,8940,1694469600,0.0005,0.580082819,0.189493222,2.377117907,0.300223492,0.235012327,0.000899401,-0.058355984,3.103685653
RU1705.SHF,2017/1/10 10:15,18975,19170,18905,19130,27180,5179016100,0.0084,0.829943641,0.894659889,2.991950742,0.400188979,0.282053029,0.001741577,1.439537733,3.372993062
RU1705.SHF,2017/1/10 10:45,19130,19195,18920,18935,41992,8013785900,-0.0102,-0.508935438,-0.830086343,4.326739546,-0.474079776,-0.328579999,0.001912316,-1.646855659,7.57287837
RU1705.SHF,2017/1/10 11:00,18940,19105,18905,19005,28936,5494193600,0.0037,0.252019198,0.376849287,2.588601279,0.057317413,0.047254984,0.001895513,1.638501721,5.627854714
RU1705.SHF,2017/1/10 11:15,19000,19050,18965,19015,11906,2264388100,0.0005,0.191225926,0.341328821,2.561761492,0.333774475,0.273407216,0.00070667,1.448924117,4.650886272
RU1705.SHF,2017/1/10 11:30,19010,19180,18970,19125,22734,4339299500,0.0058,0.596974767,0.383089021,2.841690363,0.284414407,0.233466101,0.001426261,2.508678246,9.39805181
RU1705.SHF,2017/1/10 13:45,19125,19245,19100,19145,28416,5450033100,0.001,0.580768153,0.749728104,3.500497124,0.250851225,0.193658563,0.001081232,1.095529789,3.348733909
RU1705.SHF,2017/1/10 14:00,19135,19315,19135,19225,31558,6071316400,0.0042,0.667418949,0.315385432,1.612802185,0.097853225,0.082785847,0.001907307,0.290881455,2.166368369
RU1705.SHF,2017/1/10 14:15,19220,19245,19170,19205,13588,2609374600,-0.001,0.211935277,-0.098618514,2.148129431,-0.055022812,-0.043049878,0.000798581,0.446279289,3.206547111
RU1705.SHF,2017/1/10 14:30,19205,19260,19185,19205,12826,2465971600,0,0.050716102,-0.432027373,2.504285182,-0.161029058,-0.121343258,0.000713105,-0.625681264,3.054500082
RU1705.SHF,2017/1/10 14:45,19205,19235,19110,19225,19622,3761953400,0.001,-0.62586569,-1.077295407,4.471416443,0.11597958,0.0855211,0.001225656,-2.065114499,7.934280555
RU1705.SHF,2017/1/10 15:00,19230,19350,19220,19270,32352,6239771100,0.0023,0.359679499,-0.048258602,1.755681373,0.121017522,0.104479194,0.001502015,1.386163945,5.033208977
RU1705.SHF,2017/1/10 21:15,19340,19410,19260,19265,36806,7113338900,-0.0003,0.576254499,1.431227511,5.219192938,0.001304113,0.000904418,0.0019415,3.081454522,11.47901068
RU1705.SHF,2017/1/10 21:30,19265,19300,19220,19275,15584,3002887000,0.0005,-0.388009359,1.06288003,4.618147278,0.000669395,0.000453014,0.00097139,1.90337046,7.273377345
RU1705.SHF,2017/1/10 21:45,19280,19315,19250,19260,12290,2370114000,-0.0008,0.140392351,0.480583273,3.581450338,-0.130212471,-0.091680339,0.000564617,0.736430944,4.843056167
RU1705.SHF,2017/1/10 22:00,19265,19295,19225,19285,10286,1981353600,0.0013,-0.139356488,-0.736520996,5.124122771,0.217810175,0.140329212,0.000617714,-0.316786534,6.167575383
RU1705.SHF,2017/1/10 22:15,19280,19345,19250,19305,14004,2704001400,0.001,0.615057537,0.889180607,2.907179083,0.222633095,0.162276627,0.000853596,2.9773225,10.96783932
RU1705.SHF,2017/1/10 22:30,19310,19335,19255,19300,9942,1918103300,-0.0003,-0.023791423,-0.283647623,3.561391862,-0.058293723,-0.043746989,0.000782434,-1.438104377,6.349603934
RU1705.SHF,2017/1/10 22:45,19300,19365,19285,19355,8082,1562182500,0.0028,0.604516831,-0.41385735,2.161816169,0.241582401,0.198247682,0.000609878,0.632905387,3.177384613
RU1705.SHF,2017/1/10 23:00,19355,19470,19320,19450,20428,3960904800,0.0049,0.663081317,-0.779414107,2.606326496,0.381859825,0.338535918,0.001067743,1.347058399,4.400219174
RU1705.SHF,2017/1/11 9:15,19435,19445,19245,19275,33136,6401693200,-0.009,0.643094156,-1.029440254,3.454542079,-0.520823364,-0.398322585,0.001509572,-2.628004141,9.298512301
RU1705.SHF,2017/1/11 9:30,19275,19315,19225,19270,21256,4095108700,-0.0003,0.146758212,-0.004305327,2.674749597,-0.219081616,-0.161014856,0.000964987,0.259646967,2.890258865
RU1705.SHF,2017/1/11 9:45,19265,19265,19155,19200,21618,4150118800,-0.0036,-0.064604232,0.435376062,2.777722309,-0.223996158,-0.172888006,0.00110108,0.404951571,3.079787036
RU1705.SHF,2017/1/11 10:00,19205,19275,19190,19245,12480,2400751000,0.0023,-0.080924806,0.223199226,2.202919218,0.613192076,0.588190507,0.000560493,1.006859822,3.348180279
RU1705.SHF,2017/1/11 10:15,19245,19345,19240,19325,14266,2753242600,0.0042,0.526809575,0.78845281,3.490381808,0.256326107,0.191146728,0.000996557,2.667210276,9.527908687
RU1705.SHF,2017/1/11 10:45,19330,19350,19260,19335,13232,2553713300,0.0005,0.120671306,-0.212881695,2.391841172,-0.142286051,-0.105391222,0.000653086,-0.600074465,2.282249926
RU1705.SHF,2017/1/11 11:00,19340,19380,19300,19320,13394,2589411600,-0.0008,0.504950777,-0.70614929,4.006332145,0.112022653,0.073959278,0.001175326,-0.64326569,5.688358458
